,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success,isDoll
7868,"p[-0.391424,0.220698,0.52,-0.3,3.14,0]","p[-0.47433,-0.156883,0.52,-0.3,3.14,0]",-2.53234,1,0,1,3,3,0,255,"p[-11.5798,-13.3477,17.2338,2.51214,-3.10143,-2.0664]",0,1.0
7869,"p[-0.488339,0.0325065,0.52,-0.3,3.14,0]","p[-0.342985,0.0161105,0.52,-0.3,3.14,0]",0.623479,1,0,1,2,3,0,255,"p[-15.861,-16.2724,22.6496,2.01554,-4.91078,-1.72725]",1,1.0
7870,"p[-0.425759,0.0121153,0.52,-0.3,3.14,0]","p[-0.626069,0.0652321,0.52,-0.3,3.14,0]",3.02476,1,0,1,1,3,0,255,"p[-15.5342,-3.33727,12.5911,0.420597,-4.01896,0.127836]",0,1.0
7871,"p[-0.562321,0.0516436,0.52,-0.3,3.14,0]","p[-0.390603,-0.165668,0.52,-0.3,3.14,0]",2.19568,1,0,1,2,3,0,255,"p[-1.98905,-21.9885,7.61752,3.63016,-0.84786,-2.34277]",1,1.0
7872,"p[-0.426211,-0.095903,0.52,-0.3,3.14,0]","p[-0.495233,0.0319116,0.52,-0.3,3.14,0]",0.534854,1,0,1,1,3,0,255,"p[-6.55721,-9.10116,8.89943,1.35111,-1.04687,-0.231307]",1,1.0
7873,"p[-0.647241,-0.116809,0.52,-0.3,3.14,0]","p[-0.565495,-0.0229924,0.52,-0.3,3.14,0]",2.11273,1,0,1,3,3,0,255,"p[1.8277,-9.60597,4.90908,2.06494,-2.50663,-0.927164]",0,0.0
7874,"p[-0.615314,0.121602,0.52,-0.3,3.14,0]","p[-0.476853,-0.146377,0.52,-0.3,3.14,0]",1.12045,1,0,1,3,3,0,255,"p[-4.51696,-4.68199,14.1977,0.954289,-2.08482,0.206545]",0,1.0
7875,"p[-0.470981,-0.194363,0.52,-0.3,3.14,0]","p[-0.557623,-0.156523,0.52,-0.3,3.14,0]",-2.10034,1,0,1,3,3,0,255,"p[-12.402,-18.5742,20.5814,2.56453,-4.42071,-0.201209]",0,1.0
7876,"p[-0.399826,0.00960206,0.52,-0.3,3.14,0]","p[-0.325466,0.0428808,0.52,-0.3,3.14,0]",-3.07597,1,0,1,3,3,0,255,"p[-10.0533,-15.8851,13.1289,1.44347,-3.74388,-0.61751]",0,1.0
7877,"p[-0.602251,-0.0038262,0.52,-0.3,3.14,0]","p[-0.534331,0.125726,0.52,-0.3,3.14,0]",-2.70262,1,0,1,3,3,0,255,"p[-13.5275,-12.2253,12.8302,2.08611,-3.65388,-1.32916]",0,1.0
7878,"p[-0.415793,-0.189157,0.52,-0.3,3.14,0]","p[-0.646184,-0.159388,0.52,-0.3,3.14,0]",-1.88086,1,0,1,3,3,0,255,"p[-19.1354,-18.1317,21.2536,2.4167,-5.37571,-1.87712]",0,1.0
7879,"p[-0.623442,0.0950012,0.52,-0.3,3.14,0]","p[-0.636409,-0.0767249,0.52,-0.3,3.14,0]",-0.911903,1,0,1,3,3,0,255,"p[-30.3179,-14.5599,29.2415,1.54127,-6.72529,-1.54722]",0,1.0
7880,"p[-0.387341,-0.0142731,0.52,-0.3,3.14,0]","p[-0.507324,-0.00786556,0.52,-0.3,3.14,0]",2.67254,1,0,1,2,3,0,255,"p[-8.91739,-10.9216,9.07375,1.88444,-1.38894,0.0631891]",0,1.0
7881,"p[-0.503085,-0.182391,0.52,-0.3,3.14,0]","p[-0.656874,-0.0624773,0.52,-0.3,3.14,0]",3.04979,1,0,1,1,3,0,255,"p[-14.3994,-15.3122,17.8835,1.84273,-2.91134,-2.34616]",0,1.0
7882,"p[-0.33773,0.179957,0.52,-0.3,3.14,0]","p[-0.339901,-0.0517896,0.52,-0.3,3.14,0]",-0.617012,1,0,1,2,3,0,255,"p[-11.5971,-23.0342,19.8546,3.03257,-3.63073,-1.45434]",1,1.0
7883,"p[-0.513974,-0.0575347,0.52,-0.3,3.14,0]","p[-0.53681,-0.0205954,0.52,-0.3,3.14,0]",0.904315,1,0,1,2,3,0,255,"p[-23.3392,-14.9841,20.7146,2.64602,-4.22552,-0.575091]",1,1.0
7884,"p[-0.525356,-0.190532,0.52,-0.3,3.14,0]","p[-0.679565,0.156022,0.52,-0.3,3.14,0]",-2.0957,1,0,1,2,3,0,255,"p[-45.2197,-1.56124,31.9891,0.667217,-6.88618,-1.42413]",1,1.0
7885,"p[-0.412316,-0.174309,0.52,-0.3,3.14,0]","p[-0.353068,0.159552,0.52,-0.3,3.14,0]",-2.77824,1,0,1,1,3,0,255,"p[-17.7921,-12.6525,5.6654,1.71428,-2.50506,-0.693804]",1,1.0
7886,"p[-0.516914,0.0626082,0.52,-0.3,3.14,0]","p[-0.335567,0.0802293,0.52,-0.3,3.14,0]",2.58468,1,0,1,3,3,0,255,"p[-16.8265,-12.0068,17.0906,0.468214,-2.95477,0.0980297]",0,1.0
7887,"p[-0.391513,-0.171861,0.52,-0.3,3.14,0]","p[-0.432796,0.146608,0.52,-0.3,3.14,0]",-2.39157,1,0,1,2,3,0,255,"p[-6.56234,-19.4887,1.07744,1.41542,-0.934236,-2.11242]",1,1.0
7888,"p[-0.425756,-0.0135332,0.52,-0.3,3.14,0]","p[-0.594743,0.206175,0.52,-0.3,3.14,0]",0.76425,1,0,1,1,3,0,255,"p[-19.7077,-7.03198,7.94615,0.667334,-1.57748,-2.24597]",1,1.0
7889,"p[-0.619588,-0.0678816,0.52,-0.3,3.14,0]","p[-0.603675,-0.158347,0.52,-0.3,3.14,0]",2.22078,1,0,1,1,3,0,255,"p[-14.7175,-11.3908,22.878,1.45803,-4.85768,-0.873243]",1,1.0
7890,"p[-0.47404,0.226504,0.52,-0.3,3.14,0]","p[-0.648043,0.25819,0.52,-0.3,3.14,0]",0.44654,1,0,1,3,3,0,255,"p[-23.5462,-0.0292375,14.3369,-0.57947,-2.70613,-1.61143]",0,1.0
7891,"p[-0.620009,-0.175093,0.52,-0.3,3.14,0]","p[-0.493764,-0.184957,0.52,-0.3,3.14,0]",1.69227,1,0,1,3,3,0,255,"p[-11.4043,-14.3072,15.0091,2.5386,-1.65052,-0.847185]",0,1.0
7892,"p[-0.491307,0.134441,0.52,-0.3,3.14,0]","p[-0.639913,0.161721,0.52,-0.3,3.14,0]",0.840402,1,0,1,1,3,0,255,"p[-30.6838,8.08146,30.5149,-0.62939,-6.11752,-0.1994]",0,1.0
7893,"p[-0.50907,-0.00551861,0.52,-0.3,3.14,0]","p[-0.411986,-0.0320289,0.52,-0.3,3.14,0]",-0.339068,1,0,1,2,3,0,255,"p[-11.2712,-16.0962,20.9912,2.17829,-4.6947,-1.14157]",1,1.0
7894,"p[-0.331037,0.233972,0.52,-0.3,3.14,0]","p[-0.427869,0.0155172,0.52,-0.3,3.14,0]",-0.418124,1,0,1,3,3,0,255,"p[-5.19393,-18.8789,7.14956,1.41737,-1.17235,-1.10701]",0,1.0
7895,"p[-0.426919,-0.122291,0.52,-0.3,3.14,0]","p[-0.321629,-0.138733,0.52,-0.3,3.14,0]",-2.12038,1,0,1,1,3,0,255,"p[0.0638155,-20.8506,10.0751,3.18174,-1.34365,-1.9627]",0,1.0
7896,"p[-0.439231,-0.066893,0.52,-0.3,3.14,0]","p[-0.655459,0.179313,0.52,-0.3,3.14,0]",0.481479,1,0,1,3,3,0,255,"p[-47.4158,4.57328,36.4774,-0.701814,-7.70424,-1.51871]",0,1.0
7897,"p[-0.357114,0.0219811,0.52,-0.3,3.14,0]","p[-0.395777,0.0952969,0.52,-0.3,3.14,0]",3.05005,1,0,1,1,3,0,255,"p[-10.0983,-10.2911,10.5182,1.32237,-1.7073,-0.374056]",1,1.0
7898,"p[-0.529154,0.0394708,0.52,-0.3,3.14,0]","p[-0.475406,0.087471,0.52,-0.3,3.14,0]",-2.69922,1,0,1,1,3,0,255,"p[-8.75401,-12.9147,15.0884,1.38484,-3.63417,-2.91377]",1,1.0
7899,"p[-0.414917,0.242828,0.52,-0.3,3.14,0]","p[-0.501299,0.0635079,0.52,-0.3,3.14,0]",1.19954,1,0,1,3,3,0,255,"p[-10.352,-6.6733,16.0233,1.30513,-4.36249,0.836323]",0,1.0
7900,"p[-0.437309,0.267808,0.52,-0.3,3.14,0]","p[-0.627213,0.108816,0.52,-0.3,3.14,0]",-0.225433,1,0,1,3,3,0,255,"p[-17.854,-4.11393,19.599,0.403553,-4.17338,-0.645435]",0,1.0
7901,"p[-0.418397,0.0846689,0.52,-0.3,3.14,0]","p[-0.334678,-0.0230823,0.52,-0.3,3.14,0]",-3.11041,1,0,1,3,3,0,255,"p[-10.8711,-23.4501,5.45953,2.819,-1.48142,0.124216]",0,1.0
7902,"p[-0.667065,0.137117,0.52,-0.3,3.14,0]","p[-0.67654,0.0561747,0.52,-0.3,3.14,0]",-2.15597,1,0,1,2,3,0,255,"p[-45.6742,-0.562335,38.8198,-0.949337,-7.75007,-0.582157]",0,1.0
7903,"p[-0.528354,0.144854,0.52,-0.3,3.14,0]","p[-0.562028,0.0671123,0.52,-0.3,3.14,0]",1.11671,1,0,1,2,3,0,255,"p[-4.7469,-8.37654,9.53404,1.83841,-2.18324,-1.3263]",0,1.0
7904,"p[-0.54818,0.14573,0.52,-0.3,3.14,0]","p[-0.627977,-0.178011,0.52,-0.3,3.14,0]",-2.17747,1,0,1,1,3,0,255,"p[-26.2332,-19.5026,17.7696,2.27007,-4.29094,-0.670345]",1,1.0
7905,"p[-0.532971,-0.121478,0.52,-0.3,3.14,0]","p[-0.483589,0.191953,0.52,-0.3,3.14,0]",1.66031,1,0,1,3,3,0,255,"p[-14.8501,-5.77573,13.5561,-0.2569,-3.0984,-0.926413]",0,1.0
7906,"p[-0.570472,-0.0204417,0.52,-0.3,3.14,0]","p[-0.436409,0.0062782,0.52,-0.3,3.14,0]",-1.79021,1,0,1,1,3,0,255,"p[-8.35543,-10.5649,16.7606,0.707869,-2.86524,-0.379698]",1,1.0
7907,"p[-0.323579,0.217444,0.52,-0.3,3.14,0]","p[-0.362779,0.0766904,0.52,-0.3,3.14,0]",-2.15387,1,0,1,2,3,0,255,"p[-15.0012,-12.1267,16.6594,-0.962838,-2.31885,-1.17687]",0,1.0
7908,"p[-0.658376,0.16961,0.52,-0.3,3.14,0]","p[-0.620545,0.0696702,0.52,-0.3,3.14,0]",0.757061,1,0,1,2,3,0,255,"p[-27.6891,-3.97088,28.8133,0.729833,-4.6151,-0.633469]",1,1.0
7909,"p[-0.4747,0.255745,0.52,-0.3,3.14,0]","p[-0.598575,-0.189985,0.52,-0.3,3.14,0]",2.23097,1,0,1,1,3,0,255,"p[-8.3309,-7.83579,9.37447,2.19237,-1.45267,-2.43754]",0,1.0
7910,"p[-0.463193,0.0279493,0.52,-0.3,3.14,0]","p[-0.543067,-0.156048,0.52,-0.3,3.14,0]",0.2035,1,0,1,3,3,0,255,"p[-10.7926,-9.23865,15.28,1.68185,-1.97784,0.48432]",0,1.0
7911,"p[-0.531561,-0.180241,0.52,-0.3,3.14,0]","p[-0.589042,0.0808769,0.52,-0.3,3.14,0]",-1.96995,1,0,1,3,3,0,255,"p[-4.59129,-13.426,7.83076,1.61673,-1.3181,-1.02486]",0,1.0
7912,"p[-0.518767,0.108932,0.52,-0.3,3.14,0]","p[-0.443603,0.0312707,0.52,-0.3,3.14,0]",-2.72658,1,0,1,3,3,0,255,"p[-20.7524,-12.9716,19.501,1.85282,-3.69545,-1.03908]",0,1.0
7913,"p[-0.667654,0.208208,0.52,-0.3,3.14,0]","p[-0.567098,-0.0141485,0.52,-0.3,3.14,0]",-0.52289,1,0,1,2,3,0,255,"p[-20.8103,-8.12011,16.3912,1.86589,-4.00031,-1.53941]",1,1.0
7914,"p[-0.670977,0.123565,0.52,-0.3,3.14,0]","p[-0.417916,-0.0248334,0.52,-0.3,3.14,0]",-0.212205,1,0,1,1,3,0,255,"p[-17.892,-11.053,22.5705,1.36593,-5.12471,-0.298236]",1,1.0
7915,"p[-0.33457,0.192265,0.52,-0.3,3.14,0]","p[-0.679501,0.0952261,0.52,-0.3,3.14,0]",-1.72228,1,0,1,3,3,0,255,"p[-46.5563,1.55208,35.8295,-1.26516,-8.92342,-1.65416]",0,1.0
7916,"p[-0.610472,0.0876989,0.52,-0.3,3.14,0]","p[-0.468343,-0.031271,0.52,-0.3,3.14,0]",2.20468,1,0,1,3,3,0,255,"p[1.04205,-5.81531,1.4897,2.10719,-1.05894,-0.570578]",0,1.0
7917,"p[-0.576728,0.238789,0.52,-0.3,3.14,0]","p[-0.650082,0.119055,0.52,-0.3,3.14,0]",-2.67359,1,0,1,3,3,0,255,"p[-31.192,-3.95179,19.4018,1.33659,-5.02193,-1.96325]",0,1.0
7918,"p[-0.550515,-0.170164,0.52,-0.3,3.14,0]","p[-0.496762,0.089171,0.52,-0.3,3.14,0]",3.06434,1,0,1,1,3,0,255,"p[-16.0134,-10.7238,22.4569,1.33845,-5.65169,-0.757166]",1,1.0
7919,"p[-0.653126,0.107668,0.52,-0.3,3.14,0]","p[-0.483498,0.253937,0.52,-0.3,3.14,0]",0.590092,1,0,1,3,3,0,255,"p[-10.3243,-12.7416,6.31801,2.14682,-1.66671,-1.78984]",0,1.0
7920,"p[-0.451711,-0.106597,0.52,-0.3,3.14,0]","p[-0.615097,-0.118816,0.52,-0.3,3.14,0]",0.199257,1,0,1,2,3,0,255,"p[-6.93723,-15.02,7.42318,1.60081,-2.65219,-1.39523]",1,1.0
7921,"p[-0.348902,0.263977,0.52,-0.3,3.14,0]","p[-0.457805,0.172906,0.52,-0.3,3.14,0]",-0.174229,1,0,1,3,3,0,255,"p[-16.3501,-9.58605,14.8694,0.33464,-2.38887,-0.804532]",0,1.0
7922,"p[-0.580244,0.224394,0.52,-0.3,3.14,0]","p[-0.516749,-0.0292865,0.52,-0.3,3.14,0]",3.00484,1,0,1,1,3,0,255,"p[-16.4619,2.39377,18.7571,1.43806,-4.22789,-0.054928]",0,1.0
7923,"p[-0.578611,0.176247,0.52,-0.3,3.14,0]","p[-0.667915,0.102546,0.52,-0.3,3.14,0]",0.687894,1,0,1,2,3,0,255,"p[-37.8761,-1.43195,26.5449,-0.177145,-8.21264,-1.30654]",1,1.0
7924,"p[-0.659968,0.210483,0.52,-0.3,3.14,0]","p[-0.39326,-0.0541967,0.52,-0.3,3.14,0]",-0.107068,1,0,1,1,3,0,255,"p[-10.3531,-13.8249,14.3066,3.0691,-2.07276,-0.882119]",1,1.0
7925,"p[-0.637862,-0.0801523,0.52,-0.3,3.14,0]","p[-0.325285,0.25272,0.52,-0.3,3.14,0]",1.61176,1,0,1,2,3,0,255,"p[-15.8154,-3.94509,20.1266,-1.65979,-3.24163,0.282926]",1,1.0
7926,"p[-0.378665,0.127665,0.52,-0.3,3.14,0]","p[-0.402406,0.216353,0.52,-0.3,3.14,0]",-1.5758,1,0,1,3,3,0,255,"p[-8.04642,-20.4266,1.96316,1.57167,-2.89888,-1.4522]",0,1.0
7927,"p[-0.523965,0.182093,0.52,-0.3,3.14,0]","p[-0.40192,-0.0660814,0.52,-0.3,3.14,0]",2.69191,1,0,1,2,3,0,255,"p[-10.427,-23.665,14.0192,3.59507,-2.16404,-1.59419]",0,1.0
7928,"p[-0.344705,0.0888506,0.52,-0.3,3.14,0]","p[-0.513747,-0.193899,0.52,-0.3,3.14,0]",-1.1103,1,0,1,3,3,0,255,"p[-2.72417,-9.93083,10.6415,2.10701,-0.498365,-1.80573]",0,1.0
7929,"p[-0.521614,0.159504,0.52,-0.3,3.14,0]","p[-0.610215,0.0082055,0.52,-0.3,3.14,0]",-0.588914,1,0,1,1,3,0,255,"p[2.1798,-7.34789,2.95282,1.92472,-0.713052,-0.999568]",1,1.0
7930,"p[-0.414347,-0.0973976,0.52,-0.3,3.14,0]","p[-0.378635,-0.000234385,0.52,-0.3,3.14,0]",-1.18761,1,0,1,3,3,0,255,"p[-10.3987,-17.9886,19.4406,1.50403,-3.74707,-0.633272]",0,1.0
7931,"p[-0.505611,-0.12141,0.52,-0.3,3.14,0]","p[-0.521588,-0.161387,0.52,-0.3,3.14,0]",-0.834677,1,0,1,3,3,0,255,"p[-9.282,-12.8965,17.4803,2.40105,-2.44163,-1.96544]",0,1.0
7932,"p[-0.533719,0.261308,0.52,-0.3,3.14,0]","p[-0.426465,0.111276,0.52,-0.3,3.14,0]",1.10069,1,0,1,2,3,0,255,"p[-10.426,-13.3861,7.39871,1.01288,-1.78204,-0.369305]",1,1.0
7933,"p[-0.350249,0.0705356,0.52,-0.3,3.14,0]","p[-0.679449,0.10271,0.52,-0.3,3.14,0]",-2.5933,1,0,1,3,3,0,255,"p[-9.0723,-4.38582,16.434,0.582364,-2.50143,-1.84288]",0,1.0
7934,"p[-0.449746,0.0939629,0.52,-0.3,3.14,0]","p[-0.49758,0.0925665,0.52,-0.3,3.14,0]",-2.84161,1,0,1,2,3,0,255,"p[-12.3583,-12.3016,19.5491,1.49258,-5.03868,-1.40731]",1,1.0
7935,"p[-0.593318,-0.177472,0.52,-0.3,3.14,0]","p[-0.449026,-0.0708421,0.52,-0.3,3.14,0]",-0.898289,1,0,1,3,3,0,255,"p[-1.83285,-10.3595,6.57397,1.97118,-0.271363,-0.354346]",0,1.0
7936,"p[-0.390315,0.13177,0.52,-0.3,3.14,0]","p[-0.580658,0.170822,0.52,-0.3,3.14,0]",-0.306012,1,0,1,3,3,0,255,"p[-16.6593,-0.279112,16.9976,0.893952,-3.10507,-3.00824]",0,1.0
7937,"p[-0.422053,0.201243,0.52,-0.3,3.14,0]","p[-0.365555,-0.0272728,0.52,-0.3,3.14,0]",-3.06735,1,0,1,3,3,0,255,"p[-19.2489,-28.1775,16.5057,2.52728,-3.18175,-3.1588]",0,1.0
7938,"p[-0.597137,0.236928,0.52,-0.3,3.14,0]","p[-0.355504,-0.138791,0.52,-0.3,3.14,0]",1.58704,1,0,1,2,3,0,255,"p[-14.5876,-18.7992,25.3496,2.3809,-5.22143,0.0915444]",1,1.0
7939,"p[-0.463584,-0.0834152,0.52,-0.3,3.14,0]","p[-0.608082,-0.125711,0.52,-0.3,3.14,0]",-0.421607,1,0,1,3,3,0,255,"p[-25.4459,-14.1363,23.4522,1.42232,-4.66857,-0.356409]",0,1.0
7940,"p[-0.504007,-0.163808,0.52,-0.3,3.14,0]","p[-0.604337,0.132031,0.52,-0.3,3.14,0]",-0.0286908,1,0,1,2,3,0,255,"p[-19.4051,-5.28414,12.4815,1.07232,-4.21249,-1.21463]",1,1.0
7941,"p[-0.489307,0.0508214,0.52,-0.3,3.14,0]","p[-0.660813,0.154275,0.52,-0.3,3.14,0]",-2.37835,1,0,1,3,3,0,255,"p[-49.6932,4.47041,42.1787,-0.168506,-8.19629,-0.723374]",0,1.0
7942,"p[-0.614008,-0.106819,0.52,-0.3,3.14,0]","p[-0.367826,0.0756614,0.52,-0.3,3.14,0]",1.36116,1,0,1,1,3,0,255,"p[-9.0742,-16.3386,9.57003,1.02835,-2.22436,-0.053354]",1,1.0
7943,"p[-0.565872,0.186986,0.52,-0.3,3.14,0]","p[-0.489005,-0.161544,0.52,-0.3,3.14,0]",-1.63354,1,0,1,3,3,0,255,"p[-12.5189,-14.226,20.4042,2.38658,-3.74252,-2.10724]",0,1.0
7944,"p[-0.452268,0.00131011,0.52,-0.3,3.14,0]","p[-0.562189,0.212914,0.52,-0.3,3.14,0]",0.533733,1,0,1,3,3,0,255,"p[-1.69324,-7.87481,3.44119,0.471226,-0.435048,0.224006]",0,1.0
7945,"p[-0.42376,0.258931,0.52,-0.3,3.14,0]","p[-0.348951,0.156504,0.52,-0.3,3.14,0]",0.0772172,1,0,1,1,3,0,255,"p[-18.5052,-5.54201,19.1385,0.28309,-3.45637,-1.3338]",1,1.0
7946,"p[-0.643094,-0.152826,0.52,-0.3,3.14,0]","p[-0.548088,0.13566,0.52,-0.3,3.14,0]",-1.2517,1,0,1,3,3,0,255,"p[-23.1031,-8.8045,17.9158,1.00236,-4.48323,-1.70243]",0,1.0
7947,"p[-0.473547,0.269013,0.52,-0.3,3.14,0]","p[-0.326275,-0.148537,0.52,-0.3,3.14,0]",-1.93852,1,0,1,3,3,0,255,"p[-4.40156,-14.4018,15.1524,2.77372,-1.91756,-0.721213]",0,1.0
7948,"p[-0.641372,0.15559,0.52,-0.3,3.14,0]","p[-0.475232,-0.077747,0.52,-0.3,3.14,0]",-2.26926,1,0,1,3,3,0,255,"p[-17.4053,-16.3521,18.1871,2.30255,-3.23905,-2.36453]",0,1.0
7949,"p[-0.568478,0.0662654,0.52,-0.3,3.14,0]","p[-0.580511,0.259867,0.52,-0.3,3.14,0]",1.4881,1,0,1,3,3,0,255,"p[-34.4072,4.26512,26.6495,-1.66006,-5.54528,-0.503755]",0,1.0
7950,"p[-0.33911,0.190658,0.52,-0.3,3.14,0]","p[-0.409732,0.246766,0.52,-0.3,3.14,0]",1.03455,1,0,1,2,3,0,255,"p[-16.7134,-6.5854,14.3151,0.621354,-3.59866,0.140331]",1,1.0
7951,"p[-0.402866,0.105152,0.52,-0.3,3.14,0]","p[-0.667552,0.10865,0.52,-0.3,3.14,0]",1.67173,1,0,1,1,3,0,255,"p[-15.5985,-2.65691,20.8411,0.236395,-5.31414,-0.700051]",0,1.0
7952,"p[-0.488636,0.0207775,0.52,-0.3,3.14,0]","p[-0.664706,-0.0302663,0.52,-0.3,3.14,0]",0.761439,1,0,1,1,3,0,255,"p[-26.7519,-11.2465,24.3474,1.73339,-6.15148,-2.4102]",0,1.0
7953,"p[-0.468034,0.0315532,0.52,-0.3,3.14,0]","p[-0.593565,-0.152331,0.52,-0.3,3.14,0]",-2.63845,1,0,1,3,3,0,255,"p[-12.1216,-14.7546,16.3995,2.12258,-2.38841,-1.28842]",0,1.0
7954,"p[-0.536777,-0.0648242,0.52,-0.3,3.14,0]","p[-0.614056,0.107964,0.52,-0.3,3.14,0]",0.664475,1,0,1,3,3,0,255,"p[-19.2516,-8.04922,18.7786,1.63825,-3.87292,-1.75337]",0,1.0
7955,"p[-0.338127,0.245987,0.52,-0.3,3.14,0]","p[-0.417396,-0.0681478,0.52,-0.3,3.14,0]",2.74586,1,0,1,2,3,0,255,"p[-9.80603,-13.5564,14.2625,2.97673,-1.85252,-1.02571]",1,1.0
7956,"p[-0.408318,-0.0971553,0.52,-0.3,3.14,0]","p[-0.573237,0.135469,0.52,-0.3,3.14,0]",-2.66964,1,0,1,3,3,0,255,"p[-21.7048,-11.2508,18.6993,2.01819,-4.39421,-1.673]",0,1.0
7957,"p[-0.649354,-0.176654,0.52,-0.3,3.14,0]","p[-0.570613,-0.0467435,0.52,-0.3,3.14,0]",-0.455286,1,0,1,2,3,0,255,"p[-20.6348,-11.1611,16.6452,1.44571,-4.36926,0.417708]",1,1.0
7958,"p[-0.536549,0.241609,0.52,-0.3,3.14,0]","p[-0.502652,-0.104268,0.52,-0.3,3.14,0]",2.25407,1,0,1,2,3,0,255,"p[-9.90232,-15.5551,14.0399,2.29563,-2.22948,-0.169823]",0,1.0
7959,"p[-0.444559,-0.0165748,0.52,-0.3,3.14,0]","p[-0.487305,-0.0137155,0.52,-0.3,3.14,0]",1.11085,1,0,1,3,3,0,255,"p[-11.1569,-12.39,10.8918,2.0085,-1.71885,0.206477]",0,1.0
7960,"p[-0.657444,0.256487,0.52,-0.3,3.14,0]","p[-0.541085,-0.114144,0.52,-0.3,3.14,0]",2.48961,1,0,1,2,3,0,255,"p[-13.7111,-17.1617,19.4107,1.8884,-4.29998,-1.33832]",0,1.0
7961,"p[-0.636305,0.259903,0.52,-0.3,3.14,0]","p[-0.66968,0.172943,0.52,-0.3,3.14,0]",-2.38908,1,0,1,2,3,0,255,"p[-43.3979,4.95419,32.428,-0.0928347,-6.98809,-1.383]",1,1.0
7962,"p[-0.525389,-0.141941,0.52,-0.3,3.14,0]","p[-0.516947,-0.119136,0.52,-0.3,3.14,0]",-0.780372,1,0,1,3,3,0,255,"p[-12.6311,-12.5671,21.1744,0.966787,-4.3024,-0.624196]",0,1.0
7963,"p[-0.424517,-0.0220434,0.52,-0.3,3.14,0]","p[-0.404479,0.0990712,0.52,-0.3,3.14,0]",-2.93482,1,0,1,2,3,0,255,"p[-21.7944,-18.026,20.2157,0.573668,-5.1012,-2.37127]",1,1.0
7964,"p[-0.358906,0.00430078,0.52,-0.3,3.14,0]","p[-0.575441,-0.178654,0.52,-0.3,3.14,0]",-1.7076,1,0,1,1,3,0,255,"p[-13.5481,-13.0722,19.7841,1.89287,-4.14732,-1.1676]",1,1.0
7965,"p[-0.534559,0.101385,0.52,-0.3,3.14,0]","p[-0.364829,0.0230722,0.52,-0.3,3.14,0]",-1.45623,1,0,1,1,3,0,255,"p[-10.305,-13.414,13.8904,2.14464,-3.02728,-0.468828]",1,1.0
7966,"p[-0.553262,0.158769,0.52,-0.3,3.14,0]","p[-0.459568,-0.0973173,0.52,-0.3,3.14,0]",-0.687503,1,0,1,1,3,0,255,"p[-3.37882,-12.3271,8.36285,1.31918,-1.42348,0.1719]",0,1.0
7967,"p[-0.661997,0.264927,0.52,-0.3,3.14,0]","p[-0.595854,-0.0870516,0.52,-0.3,3.14,0]",2.36528,1,0,1,1,3,0,255,"p[-17.1201,-10.3131,19.2486,1.58411,-4.66819,-1.50589]",0,1.0
7968,"p[-0.369225,0.129154,0.52,-0.3,3.14,0]","p[-0.647351,-0.0849403,0.52,-0.3,3.14,0]",-1.31739,1,0,1,1,3,0,255,"p[-34.6937,-11.438,23.5036,1.39286,-5.17927,-2.12136]",0,1.0
7969,"p[-0.514739,0.242999,0.52,-0.3,3.14,0]","p[-0.506593,-0.135639,0.52,-0.3,3.14,0]",0.700601,1,0,1,3,3,0,255,"p[-4.64783,-13.4582,8.33839,0.79616,-1.33106,0.135473]",0,1.0
7970,"p[-0.39328,0.147186,0.52,-0.3,3.14,0]","p[-0.636684,0.200208,0.52,-0.3,3.14,0]",-2.70053,1,0,1,1,3,0,255,"p[-30.517,6.53563,29.8457,-1.69928,-6.72551,-1.16251]",0,1.0
7971,"p[-0.460004,-0.104998,0.52,-0.3,3.14,0]","p[-0.485782,-0.0407206,0.52,-0.3,3.14,0]",0.497428,1,0,1,3,3,0,255,"p[-7.79276,-8.98904,9.09835,2.45081,-1.27015,0.20107]",0,1.0
7972,"p[-0.521304,-0.0929841,0.52,-0.3,3.14,0]","p[-0.484104,0.127079,0.52,-0.3,3.14,0]",2.76773,1,0,1,1,3,0,255,"p[-9.95219,-4.74482,13.2599,0.555653,-3.81793,1.36051]",0,1.0
7973,"p[-0.342692,0.26249,0.52,-0.3,3.14,0]","p[-0.40314,0.0838679,0.52,-0.3,3.14,0]",1.51293,1,0,1,3,3,0,255,"p[-10.4769,-17.7367,6.64559,1.02464,-1.15755,-1.73355]",0,1.0
7974,"p[-0.503732,-0.0157156,0.52,-0.3,3.14,0]","p[-0.446891,0.135544,0.52,-0.3,3.14,0]",0.410899,1,0,1,3,3,0,255,"p[-15.3434,-7.32764,14.9778,0.123108,-1.57529,0.732385]",0,1.0
7975,"p[-0.547816,0.034774,0.52,-0.3,3.14,0]","p[-0.548747,-0.189791,0.52,-0.3,3.14,0]",-0.87534,1,0,1,3,3,0,255,"p[-12.8937,-16.9406,23.3703,3.04443,-3.25523,-1.36958]",0,1.0
7976,"p[-0.641477,-0.0483405,0.52,-0.3,3.14,0]","p[-0.658336,0.0125198,0.52,-0.3,3.14,0]",-2.21004,1,0,1,1,3,0,255,"p[-17.0504,-8.13327,18.479,1.80179,-5.26676,-0.851648]",1,1.0
