,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success
0,"p[-0.302521,-0.362157,0.5,1.5708,-2.7925,0]","p[-0.447345,-0.216255,0.499944,-1.50972,2.68358,-2.7288e-05]",0.962372,1,0,1,2,3,0,255,"p[-12.579,-23.3793,8.80444,3.12925,-1.60157,-0.482704]",1
1,"p[-0.326847,-0.479357,0.5,1.5708,-2.7925,0]","p[-0.224187,-0.407386,0.500007,-1.50964,2.68387,0.00010902]",1.68092,1,0,1,2,3,0,255,"p[8.41335,-11.122,-5.9196,0.542631,2.59685,-2.24857]",1
2,"p[-0.39103,-0.552673,0.5,1.5708,-2.7925,0]","p[-0.446128,-0.172036,0.500053,-1.5096,2.68371,-0.000153524]",-0.394026,1,0,1,2,3,0,255,"p[-6.78896,-17.6805,2.02979,2.73168,-2.4957,-0.658784]",1
3,"p[-0.341977,-0.268148,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.499982,-1.50976,2.68371,-8.18653e-06]",0.850957,1,0,1,2,3,0,255,"p[2.15868,-15.7342,-0.275717,2.08471,0.581239,-1.32222]",1
4,"p[-0.439522,-0.438827,0.5,1.5708,-2.7925,0]","p[-0.453599,-0.443435,0.500018,-1.50977,2.68373,-0.000124337]",-1.8421,1,0,1,1,3,0,255,"p[-1.76936,-16.9613,0.691863,4.00959,-0.490534,-0.672595]",1
5,"p[-0.478299,-0.411866,0.5,1.5708,-2.7925,0]","p[-0.471528,-0.282434,0.499989,-1.5097,2.6837,-0.00010728]",1.07036,1,0,1,2,3,0,255,"p[-6.27185,-19.2195,-3.35688,2.22789,2.15199,-2.86307]",1
6,"p[-0.362978,-0.457857,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499939,-1.50963,2.68358,-0.000102462]",-3.10722,1,0,1,3,3,0,255,"p[-18.2767,-19.2507,14.2872,2.83959,-3.61204,-0.257495]",0
7,"p[-0.409806,-0.254991,0.5,1.5708,-2.7925,0]","p[-0.56222,-0.323858,0.499957,-1.50975,2.68365,-6.87992e-06]",-2.1253,1,0,1,2,3,0,255,"p[-5.81577,-8.11798,-4.1378,-0.178494,-0.964481,0.406473]",1
8,"p[-0.465814,-0.301723,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.500016,-1.50975,2.68388,5.86118e-05]",-1.61613,1,0,1,1,3,0,255,"p[-22.3271,-9.56882,6.91851,0.926341,-1.57479,0.0449586]",1
9,"p[-0.384838,-0.251804,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.49996,-1.50983,2.68358,-7.74867e-06]",-1.72625,1,0,1,2,3,0,255,"p[-1.86608,-8.84951,2.30748,1.97105,-0.569157,-0.672286]",1
10,"p[-0.383691,-0.294948,0.5,1.5708,-2.7925,0]","p[-0.270145,-0.405328,0.499948,-1.50961,2.68369,-8.34224e-05]",-3.09643,1,0,1,1,3,0,255,"p[-2.67117,-16.33,3.75481,1.455,-0.00963684,0.927387]",1
11,"p[-0.365145,-0.309181,0.5,1.5708,-2.7925,0]","p[-0.585383,-0.345555,0.500009,-1.50976,2.68386,6.01373e-06]",0.064005,1,0,1,2,3,0,255,"p[-7.84736,-16.1772,-3.16078,0.947719,0.495922,-2.76694]",1
12,"p[-0.375779,-0.40902,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.499954,-1.50975,2.68363,-0.000114544]",2.16172,1,0,1,2,3,0,255,"p[-12.6918,-24.601,9.66331,2.84476,-1.24594,-0.891046]",1
13,"p[-0.402081,-0.290715,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.49995,-1.50972,2.68369,3.30753e-05]",0.0966758,1,0,1,2,3,0,255,"p[-2.18701,-7.87376,-6.86315,0.12314,1.81474,-0.297957]",1
14,"p[-0.49727,-0.386917,0.5,1.5708,-2.7925,0]","p[-0.40492,-0.307742,0.499988,-1.5097,2.68372,-8.21509e-05]",-2.80878,1,0,1,2,3,0,255,"p[-6.98138,-21.8036,3.741,2.46358,-0.361066,0.0519509]",0
15,"p[-0.386666,-0.554455,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.499992,-1.50965,2.68363,-0.000185152]",-1.65614,1,0,1,1,3,0,255,"p[-7.79761,-24.5227,8.31009,3.89154,-1.4331,-0.706909]",1
16,"p[-0.385515,-0.393826,0.5,1.5708,-2.7925,0]","p[-0.494545,-0.304054,0.499992,-1.50977,2.68371,-0.000154709]",-1.42587,1,0,1,1,3,0,255,"p[-14.6011,-22.1568,5.66007,1.37232,-1.11733,0.501506]",1
17,"p[-0.565902,-0.326391,0.5,1.5708,-2.7925,0]","p[-0.405968,-0.353262,0.499979,-1.50968,2.68367,7.94569e-05]",-1.89137,1,0,1,2,3,0,255,"p[2.09837,-14.1213,-1.53335,2.38957,0.0142803,-0.587796]",1
18,"p[-0.434529,-0.417637,0.5,1.5708,-2.7925,0]","p[-0.405968,-0.353262,0.499947,-1.50959,2.68365,-4.11141e-05]",1.8228,1,0,1,1,3,0,255,"p[0.404107,-16.4806,-0.465698,2.38243,1.09695,-0.713603]",1
19,"p[-0.299284,-0.331122,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.499999,-1.50981,2.68377,-7.97754e-05]",-2.49736,1,0,1,2,3,0,255,"p[-9.07719,-27.0365,9.21236,3.22913,-1.64435,-1.54355]",1
20,"p[-0.550094,-0.375402,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.500041,-1.50969,2.68389,-0.000173894]",-1.82927,1,0,1,1,3,0,255,"p[-18.882,-18.8828,22.258,3.2776,-3.91734,-0.443894]",1
21,"p[-0.396678,-0.373439,0.5,1.5708,-2.7925,0]","p[-0.493107,-0.259121,0.499967,-1.50967,2.68377,-0.000122602]",-2.01989,1,0,1,2,3,0,255,"p[-10.9668,-20.188,0.310328,2.53252,0.0236049,-1.11173]",1
22,"p[-0.450249,-0.42314,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.499997,-1.50978,2.68375,-0.000112712]",-2.35921,1,0,1,1,3,0,255,"p[0.237977,-12.8709,-9.35898,0.472217,1.16637,0.521768]",1
23,"p[-0.503414,-0.273096,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499951,-1.50971,2.68368,-1.13107e-05]",-0.345666,1,0,1,2,3,0,255,"p[-38.2861,-17.0323,20.4556,2.43229,-4.0772,-1.50213]",1
24,"p[-0.394321,-0.432549,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.50001,-1.50971,2.68375,2.11739e-05]",2.17079,1,0,1,2,3,0,255,"p[-8.13341,-28.2076,9.76699,2.88687,-0.28342,-1.19019]",1
25,"p[-0.5766,-0.3448,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.500069,-1.50975,2.68389,-0.000184336]",-0.711572,1,0,1,1,3,0,255,"p[1.32323,-26.8041,3.87865,3.90297,0.340256,-2.76875]",0
26,"p[-0.262399,-0.385909,0.5,1.5708,-2.7925,0]","p[-0.293884,-0.474353,0.499993,-1.50977,2.68359,-7.53452e-06]",0.490634,1,0,1,2,3,0,255,"p[3.93096,-13.7838,0.520326,2.60923,0.462113,-0.0888683]",1
27,"p[-0.334051,-0.274214,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.499995,-1.50979,2.68361,3.898e-05]",-0.547115,1,0,1,1,3,0,255,"p[0.213421,-23.2081,2.94799,3.69608,0.537545,-1.55044]",0
28,"p[-0.453711,-0.266214,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.50001,-1.50982,2.68369,-8.91754e-05]",2.31902,1,0,1,3,3,0,255,"p[-10.2684,-18.8827,-1.28282,1.86833,0.730932,0.0234299]",1
29,"p[-0.335519,-0.36345,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499989,-1.50973,2.68382,-0.000103679]",0.0503688,1,0,1,1,3,0,255,"p[-10.3008,-19.5752,9.62922,2.30385,0.0861185,-2.51899]",1
30,"p[-0.32253,-0.382477,0.5,1.5708,-2.7925,0]","p[-0.449813,-0.305894,0.499961,-1.50974,2.68358,2.6251e-05]",-2.95,1,0,1,2,3,0,255,"p[-7.50894,-21.4143,-3.6861,1.9725,1.59152,-0.289116]",1
31,"p[-0.422018,-0.309986,0.5,1.5708,-2.7925,0]","p[-0.426815,-0.284234,0.500037,-1.5098,2.68387,5.9057e-05]",-0.196432,1,0,1,2,3,0,255,"p[-3.56541,-15.8239,6.35089,1.48614,0.546398,-1.34082]",1
32,"p[-0.595595,-0.308291,0.5,1.5708,-2.7925,0]","p[-0.381009,-0.241089,0.500091,-1.50982,2.6838,-2.47604e-05]",-2.22066,1,0,1,2,3,0,255,"p[-6.23579,-11.7506,2.66167,1.61158,-0.421882,-1.92401]",1
33,"p[-0.386245,-0.257631,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.5,-1.5097,2.6839,-8.17288e-05]",1.96219,1,0,1,2,3,0,255,"p[5.07522,-2.82821,-10.5334,1.4336,0.885557,-0.585907]",1
34,"p[-0.365885,-0.405522,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.500009,-1.50978,2.68385,-0.000151124]",-2.91996,1,0,1,2,3,0,255,"p[-3.58879,-10.8076,-0.494776,3.13714,-0.503906,0.270298]",1
35,"p[-0.499905,-0.322716,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499994,-1.50982,2.68375,-0.000112261]",-0.109833,1,0,1,3,3,0,255,"p[-0.52341,-11.5871,-7.3673,0.594864,2.08957,-2.19033]",0
36,"p[-0.494358,-0.440727,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.500047,-1.50967,2.68381,-9.89449e-06]",1.63416,1,0,1,3,3,0,255,"p[-0.207598,-13.3993,-4.4049,1.02757,1.57269,-1.7227]",0
37,"p[-0.488739,-0.298279,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499987,-1.50963,2.68381,-7.17147e-06]",0.372456,1,0,1,1,3,0,255,"p[-1.02556,-5.75123,-8.18201,-0.0801103,2.16323,-0.139714]",1
38,"p[-0.516864,-0.296354,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499965,-1.50961,2.68377,-0.000136614]",-1.35653,1,0,1,2,3,0,255,"p[-3.5715,-18.593,5.75699,1.78405,0.149451,-0.645983]",0
39,"p[-0.377716,-0.541252,0.5,1.5708,-2.7925,0]","p[-0.247355,-0.429646,0.50002,-1.50975,2.68375,-0.00012718]",2.05457,1,0,1,2,3,0,255,"p[1.20786,-18.0058,9.65162,3.97029,-0.0579074,-0.749115]",1
40,"p[-0.297016,-0.321963,0.5,1.5708,-2.7925,0]","p[-0.446128,-0.172036,0.499946,-1.50971,2.68356,-8.29511e-05]",1.2558,1,0,1,2,3,0,255,"p[-9.50815,-18.6972,1.34326,2.55555,-1.25981,-1.8979]",1
41,"p[-0.233832,-0.401603,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.499989,-1.50961,2.68381,-0.000249302]",1.39454,1,0,1,1,3,0,255,"p[-1.40586,-19.4494,-6.98,2.3543,1.45406,1.00594]",1
42,"p[-0.401134,-0.292486,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499966,-1.50963,2.68371,-7.54344e-05]",-0.720278,1,0,1,2,3,0,255,"p[-19.9783,-20.917,10.571,1.82439,-2.26556,-0.0985307]",1
43,"p[-0.475964,-0.232027,0.5,1.5708,-2.7925,0]","p[-0.606655,-0.321989,0.499966,-1.50964,2.6836,9.61763e-05]",-1.52993,1,0,1,2,3,0,255,"p[-12.1818,-9.11678,13.0818,2.74898,-3.20493,0.166366]",1
44,"p[-0.311316,-0.418613,0.5,1.5708,-2.7925,0]","p[-0.54077,-0.347471,0.499965,-1.5097,2.68377,3.86122e-05]",1.04479,1,0,1,2,3,0,255,"p[-9.27998,-20.6933,2.50719,2.08969,0.173769,-1.85155]",1
45,"p[-0.444744,-0.375381,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.49999,-1.5096,2.68381,-7.86144e-05]",0.61442,1,0,1,2,3,0,255,"p[7.3581,-12.7783,-8.84355,1.08856,1.23194,-0.622414]",1
46,"p[-0.37731,-0.284236,0.5,1.5708,-2.7925,0]","p[-0.224187,-0.407386,0.499974,-1.50972,2.68373,7.07346e-05]",-1.05528,1,0,1,1,3,0,255,"p[1.04784,-6.3244,-6.00905,0.258164,1.85433,-0.504173]",1
47,"p[-0.385604,-0.29688,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499946,-1.5097,2.68366,-0.000239216]",0.450914,1,0,1,1,3,0,255,"p[-24.6182,-30.9545,16.6875,3.33817,-1.93914,-2.36612]",1
48,"p[-0.307635,-0.423377,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.49997,-1.50968,2.68366,-0.000123621]",-1.9965,1,0,1,2,3,0,255,"p[-9.94939,-25.7736,10.1737,3.92755,-1.65247,-0.785504]",1
49,"p[-0.450212,-0.245489,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499997,-1.50964,2.68372,0.000109486]",-2.64137,1,0,1,1,3,0,255,"p[-5.43297,-12.6044,1.73354,2.60301,-1.06526,-0.423494]",0
50,"p[-0.283,-0.330927,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499979,-1.50967,2.68358,-0.000130726]",2.62155,1,0,1,2,3,0,255,"p[-18.9009,-19.2649,12.2724,2.89915,-2.77706,-0.948055]",1
51,"p[-0.378829,-0.427013,0.5,1.5708,-2.7925,0]","p[-0.56222,-0.323858,0.499947,-1.5097,2.68355,-3.21424e-05]",1.00687,1,0,1,1,3,0,255,"p[-2.678,-11.8974,-4.98329,1.26706,-0.452604,-0.433903]",1
52,"p[-0.396474,-0.320173,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499937,-1.50951,2.6837,-0.000131914]",3.09413,1,0,1,2,3,0,255,"p[-3.83405,-10.0165,1.40551,2.51172,-0.668216,-0.0136022]",0
53,"p[-0.500524,-0.429344,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499963,-1.5096,2.68371,-0.000236338]",-1.22318,1,0,1,2,3,0,255,"p[-11.1043,-15.9698,2.95621,1.22837,-0.484569,0.512598]",1
54,"p[-0.425521,-0.24847,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.499976,-1.5097,2.6838,-3.95513e-05]",-2.74021,1,0,1,1,3,0,255,"p[-3.09161,-25.6251,-3.03493,3.26651,0.339563,-0.673948]",1
55,"p[-0.330865,-0.28646,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.499953,-1.50949,2.68382,-0.000276329]",-0.802155,1,0,1,3,3,0,255,"p[2.5669,-22.6018,-10.924,3.04443,1.83633,-2.40891]",0
56,"p[-0.355896,-0.30843,0.5,1.5708,-2.7925,0]","p[-0.493107,-0.259121,0.499948,-1.50962,2.6837,4.14017e-05]",-1.45831,1,0,1,1,3,0,255,"p[-8.96651,-19.1902,-0.564902,1.95167,-0.0582691,0.377656]",0
57,"p[-0.431096,-0.273048,0.5,1.5708,-2.7925,0]","p[-0.493107,-0.259121,0.499929,-1.50967,2.68369,-0.000133799]",-0.576993,1,0,1,1,3,0,255,"p[-6.82222,-23.9718,-0.0776882,1.32839,-0.355088,-2.62723]",1
58,"p[-0.387116,-0.367724,0.5,1.5708,-2.7925,0]","p[-0.514552,-0.235953,0.499944,-1.50969,2.68375,-0.000184863]",1.58862,1,0,1,2,3,0,255,"p[-6.44453,-19.4795,1.98768,2.20469,-1.31427,-0.783466]",1
59,"p[-0.240517,-0.418084,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.49997,-1.50965,2.68364,-1.17582e-05]",1.38648,1,0,1,2,3,0,255,"p[-2.02984,-23.0764,-3.13406,3.04461,0.356263,-0.902347]",1
60,"p[-0.24093,-0.370826,0.5,1.5708,-2.7925,0]","p[-0.495997,-0.349394,0.499968,-1.50958,2.68364,-0.000344731]",-0.947259,1,0,1,2,3,0,255,"p[-5.35319,-25.0615,-1.05252,1.90748,0.109434,-2.72537]",1
61,"p[-0.328315,-0.406692,0.5,1.5708,-2.7925,0]","p[-0.381009,-0.241089,0.499927,-1.50961,2.68357,-0.000258459]",1.9384,1,0,1,2,3,0,255,"p[-1.63871,10.0556,-0.357595,-1.17339,-0.587193,0.263416]",1
62,"p[-0.488603,-0.207051,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.500009,-1.50977,2.68378,0.000158603]",-0.649455,1,0,1,2,3,0,255,"p[-0.104674,-3.61575,-6.11312,1.06883,0.473228,-0.387764]",1
63,"p[-0.336124,-0.270085,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.500005,-1.50981,2.68378,-2.58872e-05]",2.72166,1,0,1,2,3,0,255,"p[-10.1124,-21.8579,6.13516,2.45545,-0.891748,-0.887936]",1
64,"p[-0.479231,-0.377251,0.5,1.5708,-2.7925,0]","p[-0.383837,-0.377172,0.500018,-1.50983,2.68374,-0.000106658]",1.0642,1,0,1,2,3,0,255,"p[-1.64609,-10.0274,-1.77887,0.846788,1.43642,-0.19768]",1
65,"p[-0.585438,-0.299765,0.5,1.5708,-2.7925,0]","p[-0.54077,-0.347471,0.50001,-1.50966,2.68377,0.000168978]",2.18451,1,0,1,1,3,0,255,"p[-10.8384,-17.1109,3.41471,2.90433,-0.508536,-0.822537]",1
66,"p[-0.302439,-0.478899,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499916,-1.5096,2.68362,0.00010688]",0.48761,1,0,1,2,3,0,255,"p[0.947086,-12.0338,-8.64262,0.536075,2.4112,-1.19264]",1
67,"p[-0.442913,-0.431388,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.500045,-1.50961,2.68379,-4.54851e-05]",0.0512191,1,0,1,2,3,0,255,"p[-12.9149,-8.55857,-0.487327,0.474522,-0.140087,-1.04278]",0
68,"p[-0.448403,-0.172628,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499999,-1.50983,2.6838,9.15375e-06]",1.31446,1,0,1,1,3,0,255,"p[-3.09414,-25.0003,10.5506,3.26034,-1.18207,-0.666366]",1
69,"p[-0.438652,-0.45045,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499975,-1.50963,2.68376,-4.22997e-05]",-0.269911,1,0,1,2,3,0,255,"p[2.7773,-20.9557,-2.16316,2.04056,1.72501,-2.65467]",0
70,"p[-0.217406,-0.397383,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.499946,-1.50966,2.68364,-0.00010884]",2.81798,1,0,1,2,3,0,255,"p[-1.77837,1.56331,-10.7024,0.00260372,1.71484,-0.738143]",1
71,"p[-0.499704,-0.38035,0.5,1.5708,-2.7925,0]","p[-0.384797,-0.423365,0.500014,-1.50988,2.68376,5.34577e-05]",-2.93211,1,0,1,2,3,0,255,"p[0.436301,-10.2599,-3.28605,1.17132,0.0864596,0.32546]",1
72,"p[-0.440287,-0.369545,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499971,-1.50964,2.68382,0.000198139]",2.60895,1,0,1,2,3,0,255,"p[-17.2166,-21.5233,9.69283,2.38125,-2.19406,-2.42589]",1
73,"p[-0.32175,-0.302963,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.499958,-1.50961,2.68372,-1.20164e-05]",2.37245,1,0,1,2,3,0,255,"p[-13.6996,-25.6518,10.2312,3.13677,-1.58887,-1.01547]",1
74,"p[-0.3624,-0.373778,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499956,-1.50969,2.68359,-5.20456e-05]",0.463134,1,0,1,1,3,0,255,"p[-0.308626,-11.4885,-6.44583,0.754932,1.71667,-0.583237]",0
75,"p[-0.31784,-0.494262,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499997,-1.5097,2.68371,-6.80256e-05]",-1.13062,1,0,1,2,3,0,255,"p[-11.2397,-33.7096,14.7774,3.96998,-0.918032,-1.42209]",1
76,"p[-0.51624,-0.260356,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499968,-1.50969,2.68367,-0.000143451]",-2.93468,1,0,1,2,3,0,255,"p[-38.3832,-36.8822,29.1796,4.64621,-6.2472,-2.05538]",1
77,"p[-0.388656,-0.518014,0.5,1.5708,-2.7925,0]","p[-0.293884,-0.474353,0.500085,-1.50983,2.68372,-9.50041e-05]",1.07084,1,0,1,2,3,0,255,"p[0.896144,-14.653,-0.324012,2.72357,0.0734489,0.135346]",1
78,"p[-0.337616,-0.4638,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.500002,-1.5097,2.68382,-0.000211879]",-2.32143,1,0,1,1,3,0,255,"p[-2.34242,-19.3846,-0.816688,1.03822,0.214073,-2.35281]",1
79,"p[-0.435703,-0.33815,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.499943,-1.50956,2.68373,-5.42142e-05]",1.52232,1,0,1,3,3,0,255,"p[-2.37061,-21.3522,1.86173,2.08232,0.253698,0.105965]",0
80,"p[-0.358237,-0.333579,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.499989,-1.50977,2.68362,-0.000139136]",-2.02854,1,0,1,3,3,0,255,"p[-4.56159,-11.2435,-2.98806,0.116422,1.14195,1.60887]",0
81,"p[-0.261622,-0.449337,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.499964,-1.5096,2.68367,-0.000157372]",-0.985266,1,0,1,3,3,0,255,"p[-4.62441,-28.9977,7.61383,3.07886,0.805489,-0.281282]",0
82,"p[-0.532745,-0.306761,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.499963,-1.50965,2.68376,-0.000247662]",0.212062,1,0,1,3,3,0,255,"p[2.06183,-11.139,-2.98021,0.273188,1.09398,-0.91515]",0
83,"p[-0.450781,-0.294222,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.499981,-1.5098,2.68366,-0.000142414]",-2.59688,1,0,1,2,3,0,255,"p[-14.5081,-22.3021,7.19839,2.11091,-0.946837,0.0711189]",1
84,"p[-0.520229,-0.272064,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.500018,-1.50952,2.68384,0.000158917]",-1.35248,1,0,1,2,3,0,255,"p[-13.9791,-22.5655,8.3435,2.42684,-1.06877,0.818336]",1
85,"p[-0.332387,-0.37239,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.499969,-1.50971,2.68368,-6.3669e-05]",0.505236,1,0,1,1,3,0,255,"p[-1.34386,-15.7111,-3.98096,-0.0161471,1.08995,-1.00314]",1
86,"p[-0.399823,-0.488081,0.5,1.5708,-2.7925,0]","p[-0.33765,-0.333301,0.499989,-1.50964,2.68379,-0.00022008]",2.92304,1,0,1,2,3,0,255,"p[-0.221063,-20.6372,-0.492031,2.3414,1.3696,-1.2111]",1
87,"p[-0.326271,-0.448078,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.499967,-1.50958,2.68368,-0.000161016]",2.17781,1,0,1,1,3,0,255,"p[-2.41116,-19.0884,2.61332,2.56809,-0.0844662,-0.956027]",1
88,"p[-0.321459,-0.465038,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.499939,-1.50955,2.68375,-0.000189186]",0.971563,1,0,1,2,3,0,255,"p[-5.01026,-20.5605,1.29506,1.4782,0.404859,-0.0512933]",0
89,"p[-0.323242,-0.507517,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499966,-1.50974,2.68369,-0.000140837]",-0.721175,1,0,1,2,3,0,255,"p[-23.9102,-16.182,14.5287,2.11981,-2.6908,-1.31759]",1
90,"p[-0.318715,-0.30399,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.5,-1.50982,2.68376,3.38283e-05]",-1.09369,1,0,1,3,3,0,255,"p[-6.59041,2.8932,-6.72378,-0.656737,0.795196,-0.615438]",0
91,"p[-0.477951,-0.40124,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.50005,-1.50965,2.68387,-0.000147289]",-0.129851,1,0,1,2,3,0,255,"p[-0.247079,-13.0424,-7.59127,0.279739,2.22011,-1.49937]",1
92,"p[-0.543741,-0.374938,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.500002,-1.50966,2.68373,3.40239e-06]",-1.97804,1,0,1,3,3,0,255,"p[0.205763,-27.6912,-5.14273,3.4078,0.875013,-1.69924]",0
93,"p[-0.301707,-0.304184,0.5,1.5708,-2.7925,0]","p[-0.33765,-0.333301,0.500006,-1.50978,2.68383,0.000109928]",-1.25796,1,0,1,2,3,0,255,"p[-10.1289,3.67893,-4.94834,-0.659971,0.580254,-0.248383]",1
94,"p[-0.32404,-0.336328,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.499968,-1.5097,2.68368,-0.000138363]",0.575452,1,0,1,2,3,0,255,"p[-4.74051,-13.5531,-2.8723,1.39108,1.25855,-0.317679]",1
95,"p[-0.496726,-0.278044,0.5,1.5708,-2.7925,0]","p[-0.381009,-0.241089,0.499993,-1.50976,2.68379,-1.62494e-05]",2.78162,1,0,1,2,3,0,255,"p[4.98058,-5.87064,-1.34625,1.00321,0.419482,-0.464567]",1
96,"p[-0.456084,-0.488536,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500022,-1.50981,2.68368,-0.000218139]",-2.24454,1,0,1,2,3,0,255,"p[-8.77862,-15.2505,2.65173,1.5534,0.298659,-0.552767]",1
97,"p[-0.339279,-0.259641,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.499982,-1.50975,2.68375,0.000105268]",0.994918,1,0,1,2,3,0,255,"p[-4.24774,-8.48414,0.285359,2.22774,-0.605272,-0.387335]",1
98,"p[-0.443703,-0.482789,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.500066,-1.50974,2.68385,-0.000183075]",0.320255,1,0,1,2,3,0,255,"p[-5.39547,-24.316,11.5739,2.06422,-1.95974,0.384092]",0
99,"p[-0.402822,-0.292218,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499954,-1.50974,2.68351,-0.000159398]",-2.21468,1,0,1,2,3,0,255,"p[-4.10018,-25.7346,9.60159,2.1742,-1.58348,-0.289962]",1
100,"p[-0.439228,-0.24462,0.5,1.5708,-2.7925,0]","p[-0.447345,-0.216255,0.499982,-1.50959,2.68369,0.000105992]",2.20832,1,0,1,2,3,0,255,"p[-12.0968,-22.465,10.015,3.53875,-2.02794,0.287961]",1
101,"p[-0.432825,-0.248673,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499981,-1.50982,2.68374,-9.02142e-05]",1.31939,1,0,1,2,3,0,255,"p[-3.08866,-8.35343,-7.31051,-0.0459064,1.96823,-0.287255]",1
102,"p[-0.455469,-0.304819,0.5,1.5708,-2.7925,0]","p[-0.471528,-0.282434,0.49995,-1.50979,2.6836,-0.000134486]",-0.995516,1,0,1,2,3,0,255,"p[-8.10276,-16.4415,1.43677,2.15465,-0.262796,-1.41425]",1
103,"p[-0.48043,-0.450683,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.500059,-1.50984,2.68379,2.44204e-05]",-0.167369,1,0,1,2,3,0,255,"p[-10.6071,-2.95247,2.66379,1.82449,-0.843945,-0.630455]",1
