,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success
8887,"p[-0.375262,-0.483186,0.5,1.5708,-2.7925,0]","p[-0.516082,-0.280641,0.500047,-1.50963,2.68388,-0.000257326]",2.97159,1,0,1,2,3,0,255,"p[-7.26037,-19.8493,4.57709,2.52021,-1.67276,-2.84741]",0
8888,"p[-0.315287,-0.498471,0.5,1.5708,-2.7925,0]","p[-0.494545,-0.304054,0.500004,-1.50961,2.68386,-0.000259464]",-1.6778,1,0,1,2,3,0,255,"p[-12.7477,-23.0086,6.25939,2.24531,-1.30461,-1.12441]",1
8889,"p[-0.488832,-0.39853,0.5,1.5708,-2.7925,0]","p[-0.517626,-0.325733,0.50001,-1.50978,2.68381,-1.69624e-05]",-0.377448,1,0,1,1,3,0,255,"p[-10.4286,-21.0336,4.31659,2.71452,-1.5304,-1.55164]",0
8890,"p[-0.361523,-0.338624,0.5,1.5708,-2.7925,0]","p[-0.494545,-0.304054,0.499959,-1.50959,2.68376,-2.10238e-05]",-2.78688,1,0,1,2,3,0,255,"p[-6.53576,-16.5423,-3.06618,0.942291,0.581974,-0.0173627]",1
8891,"p[-0.505055,-0.406633,0.5,1.5708,-2.7925,0]","p[-0.560478,-0.278854,0.499996,-1.50949,2.68376,-5.40439e-05]",1.96833,1,0,1,3,3,0,255,"p[7.93154,6.51193,-15.1648,-0.911095,4.33187,0.0106177]",0
8892,"p[-0.406346,-0.398134,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500023,-1.50982,2.68369,-0.00016639]",-2.59773,1,0,1,1,3,0,255,"p[-15.5727,-5.39166,2.24169,1.47524,0.287003,-0.974922]",1
8893,"p[-0.473917,-0.284015,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.49995,-1.50952,2.68372,-2.85192e-05]",2.78346,1,0,1,2,3,0,255,"p[-9.95614,-23.7647,12.4864,4.08407,-1.97434,-1.10601]",1
8894,"p[-0.507699,-0.366285,0.5,1.5708,-2.7925,0]","p[-0.41026,-0.539563,0.499974,-1.50976,2.68367,-4.6845e-05]",-1.02327,1,0,1,2,3,0,255,"p[-19.5758,-31.8177,21.1404,5.28997,-3.73423,-0.616888]",1
8895,"p[-0.490304,-0.262178,0.5,1.5708,-2.7925,0]","p[-0.386744,-0.517033,0.499975,-1.50988,2.68373,-0.000273437]",1.94224,1,0,1,2,3,0,255,"p[-10.5613,-0.717079,-0.134428,0.800236,-0.831734,-0.615197]",1
8896,"p[-0.563046,-0.299761,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.500031,-1.50984,2.6837,-2.06529e-05]",-1.52113,1,0,1,2,3,0,255,"p[-0.953236,-10.2019,-3.31265,0.719917,1.33476,0.29572]",1
8897,"p[-0.354959,-0.354689,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.499983,-1.50965,2.6838,-6.97602e-05]",-0.169938,1,0,1,2,3,0,255,"p[-2.52607,-21.7025,5.50577,3.56254,0.443273,-2.1227]",1
8898,"p[-0.439898,-0.223269,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.499933,-1.50975,2.68361,-8.62558e-05]",-0.857138,1,0,1,1,3,0,255,"p[-6.95995,-23.8027,12.2223,3.65538,-0.383891,-1.5523]",0
8899,"p[-0.457582,-0.239454,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.499992,-1.50971,2.68383,6.76837e-05]",2.0776,1,0,1,3,3,0,255,"p[-6.31534,-18.6528,8.10373,3.55045,-0.347688,0.309452]",1
8900,"p[-0.525786,-0.318965,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.49997,-1.50967,2.68361,-1.62969e-05]",2.58836,1,0,1,2,3,0,255,"p[-10.1319,-19.283,1.11807,1.87287,-0.200535,-1.44317]",1
8901,"p[-0.336866,-0.499507,0.5,1.5708,-2.7925,0]","p[-0.471528,-0.282434,0.500014,-1.50963,2.6838,-0.000199864]",-0.690993,1,0,1,2,3,0,255,"p[-15.3916,-9.78131,7.04649,1.66591,-1.57056,-1.63879]",1
8902,"p[-0.28304,-0.379062,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.499965,-1.5098,2.6836,-9.92794e-05]",-0.412862,1,0,1,2,3,0,255,"p[11.7446,-5.35015,-19.9903,-0.821859,3.74248,-1.19708]",1
8903,"p[-0.356502,-0.266069,0.5,1.5708,-2.7925,0]","p[-0.451063,-0.351325,0.500028,-1.50975,2.68386,-4.0608e-05]",2.18534,1,0,1,1,3,0,255,"p[-0.729975,-14.2295,-2.62105,1.75024,0.34197,-0.743699]",0
8904,"p[-0.501409,-0.291602,0.5,1.5708,-2.7925,0]","p[-0.451063,-0.351325,0.499997,-1.50975,2.6838,0.000158136]",0.664399,1,0,1,2,3,0,255,"p[-0.293406,-13.7667,-4.96997,1.37017,0.875153,0.0725272]",1
8905,"p[-0.337095,-0.4663,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.499918,-1.50962,2.68358,1.80473e-05]",-0.625156,1,0,1,1,3,0,255,"p[-9.84639,-17.823,0.313102,1.59867,-0.112963,-0.476413]",1
8906,"p[-0.415871,-0.246155,0.5,1.5708,-2.7925,0]","p[-0.451063,-0.351325,0.499976,-1.50965,2.68374,1.036e-05]",-3.02148,1,0,1,2,3,0,255,"p[-0.359506,-15.7644,-2.8062,2.32508,0.791048,-1.24438]",1
8907,"p[-0.426804,-0.4963,0.5,1.5708,-2.7925,0]","p[-0.429115,-0.375185,0.500121,-1.50971,2.68395,-0.000179962]",1.5717,1,0,1,2,3,0,255,"p[1.47628,-11.9014,-0.718779,1.62023,-0.0716854,-1.66886]",1
8908,"p[-0.478315,-0.372968,0.5,1.5708,-2.7925,0]","p[-0.493107,-0.259121,0.500038,-1.50956,2.68391,8.3752e-05]",2.70757,1,0,1,2,3,0,255,"p[-10.183,-20.9106,0.724185,2.73817,-0.023598,-0.0966193]",1
8909,"p[-0.387618,-0.416588,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.499988,-1.5097,2.68372,-0.000188561]",-0.649275,1,0,1,3,3,0,255,"p[-2.43216,-17.9302,3.83878,2.09214,0.792596,-1.3572]",0
8910,"p[-0.469886,-0.379867,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.499977,-1.50972,2.6837,1.01697e-05]",1.52063,1,0,1,3,3,0,255,"p[-8.74298,-17.6115,4.18373,3.25827,-1.46626,-1.13327]",1
8911,"p[-0.406056,-0.270245,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499984,-1.50973,2.6837,-2.58985e-06]",-1.41707,1,0,1,3,3,0,255,"p[-2.76455,-24.9112,9.77157,3.2349,-0.868062,-0.914854]",0
8912,"p[-0.476879,-0.273134,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499994,-1.50956,2.68387,-0.000111772]",-2.15577,1,0,1,3,3,0,255,"p[-4.06214,-24.5184,9.17089,3.00424,-0.855724,-0.0637127]",0
8913,"p[-0.469483,-0.437316,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.500036,-1.50963,2.68374,-0.000145255]",1.84262,1,0,1,2,3,0,255,"p[2.00072,-15.6702,-1.6853,1.21961,1.34659,-1.15806]",1
8914,"p[-0.403285,-0.429821,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499993,-1.50973,2.68367,-0.000167094]",1.80609,1,0,1,2,3,0,255,"p[-2.84216,-11.0896,-1.48511,1.01219,0.304466,-0.525256]",1
8915,"p[-0.454787,-0.335952,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.499955,-1.50962,2.68363,6.11968e-05]",1.7713,1,0,1,2,3,0,255,"p[7.98055,-0.856379,-17.1448,0.0300982,2.52909,-0.250697]",1
8916,"p[-0.298636,-0.480067,0.5,1.5708,-2.7925,0]","p[-0.429115,-0.375185,0.499951,-1.50973,2.68363,0.000141822]",1.60767,1,0,1,3,3,0,255,"p[3.74056,-14.4635,-0.586896,2.01856,0.55998,-0.966691]",0
8917,"p[-0.518734,-0.312509,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.500047,-1.50979,2.68378,4.15578e-05]",2.96958,1,0,1,2,3,0,255,"p[6.23703,-11.1039,-9.53005,1.62403,3.23332,-0.846008]",1
8918,"p[-0.523778,-0.279063,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.499955,-1.50972,2.68367,-9.76705e-05]",2.37732,1,0,1,2,3,0,255,"p[-10.3655,-19.9037,5.21766,3.32598,-1.534,-1.59186]",1
8919,"p[-0.437775,-0.488221,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.500086,-1.50986,2.68382,-0.00023609]",1.79739,1,0,1,2,3,0,255,"p[-33.6795,-32.8488,23.316,4.08706,-3.71289,-1.25795]",1
8920,"p[-0.447005,-0.313056,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.49998,-1.50972,2.68375,-2.73367e-05]",-0.0340188,1,0,1,2,3,0,255,"p[0.548616,-23.6104,6.19169,2.41552,-0.930891,-1.2915]",1
8921,"p[-0.340834,-0.50747,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.500042,-1.50966,2.68391,-0.000217732]",2.42146,1,0,1,2,3,0,255,"p[4.34236,-6.92526,-8.40121,-0.475682,2.04239,-0.653306]",1
8922,"p[-0.462557,-0.183159,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.499978,-1.50974,2.68373,-4.22062e-05]",2.42804,1,0,1,2,3,0,255,"p[-1.64893,-7.5573,-2.64125,0.280407,0.698295,0.180545]",1
8923,"p[-0.517202,-0.270481,0.5,1.5708,-2.7925,0]","p[-0.453599,-0.443435,0.499992,-1.50973,2.6838,-3.20182e-05]",2.61759,1,0,1,2,3,0,255,"p[-8.87826,1.362,-4.00482,0.348991,0.483092,-0.368829]",1
8924,"p[-0.536849,-0.265483,0.5,1.5708,-2.7925,0]","p[-0.451063,-0.351325,0.499986,-1.50979,2.68369,-3.52525e-05]",1.24143,1,0,1,2,3,0,255,"p[0.501938,-14.8837,-5.92073,0.213145,0.308543,-0.769882]",1
8925,"p[-0.570104,-0.324947,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.500032,-1.50973,2.68378,-9.32335e-05]",-1.80602,1,0,1,2,3,0,255,"p[0.0594701,-18.9236,2.29815,1.99803,-0.223865,-0.18511]",1
8926,"p[-0.540051,-0.254548,0.5,1.5708,-2.7925,0]","p[-0.224187,-0.407386,0.499993,-1.50959,2.68383,-0.000124931]",-2.27367,1,0,1,2,3,0,255,"p[8.41275,-14.5205,-2.56133,2.59043,1.63502,-1.34711]",1
8927,"p[-0.412144,-0.384608,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.499969,-1.5098,2.68359,9.34984e-06]",-0.152604,1,0,1,2,3,0,255,"p[-8.74319,-18.8097,7.35992,3.329,-1.15209,-0.616365]",1
8928,"p[-0.319286,-0.355946,0.5,1.5708,-2.7925,0]","p[-0.517626,-0.325733,0.499983,-1.50983,2.68369,-9.19966e-05]",-2.48282,1,0,1,2,3,0,255,"p[-14.6829,-8.8205,4.78874,1.4616,-2.14478,0.215078]",1
8929,"p[-0.280379,-0.449771,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.49998,-1.5096,2.68372,-0.000123919]",-2.29682,1,0,1,2,3,0,255,"p[-8.74366,-29.5694,12.6678,4.15729,0.0840547,-1.39389]",1
8930,"p[-0.315908,-0.436989,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499947,-1.50957,2.68363,3.93516e-05]",2.51464,1,0,1,2,3,0,255,"p[-0.549112,-13.5363,-6.46864,0.322449,1.13621,-0.248952]",1
8931,"p[-0.321389,-0.41801,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.499989,-1.50978,2.68373,-0.000164782]",-2.9724,1,0,1,2,3,0,255,"p[-9.98288,-18.9698,-2.04674,2.03024,1.13815,-0.717305]",1
8932,"p[-0.553794,-0.327372,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499997,-1.50974,2.68372,-8.27854e-05]",0.3767,1,0,1,2,3,0,255,"p[2.26156,-16.7692,-5.73871,0.290861,1.86416,-0.372771]",1
8933,"p[-0.401024,-0.546247,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499983,-1.50952,2.68367,-5.44187e-05]",2.83707,1,0,1,1,3,0,255,"p[-19.3591,-27.2841,18.1161,3.70807,-2.62004,-0.584789]",1
8934,"p[-0.37705,-0.37968,0.5,1.5708,-2.7925,0]","p[-0.426815,-0.284234,0.499953,-1.50967,2.68383,-0.000103523]",-0.878027,1,0,1,3,3,0,255,"p[-12.7062,2.24404,4.48127,0.0635472,-0.0446675,-0.386165]",0
8935,"p[-0.375973,-0.53208,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.500063,-1.50962,2.68383,-0.000108028]",-2.329,1,0,1,1,3,0,255,"p[-19.5235,-20.2818,14.8867,3.17778,-3.54677,-0.393906]",1
8936,"p[-0.441557,-0.274808,0.5,1.5708,-2.7925,0]","p[-0.426815,-0.284234,0.499925,-1.50938,2.68374,-0.000133323]",-1.65587,1,0,1,3,3,0,255,"p[-5.08364,-18.0961,7.06271,1.74907,-1.37213,-2.66445]",0
8937,"p[-0.468825,-0.313073,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.499933,-1.50958,2.68375,-0.000130665]",-2.54423,1,0,1,2,3,0,255,"p[-4.8532,-8.59482,-1.20609,2.55797,-0.121563,-1.86332]",1
8938,"p[-0.394784,-0.529991,0.5,1.5708,-2.7925,0]","p[-0.453599,-0.443435,0.50002,-1.50965,2.68374,-0.00023506]",-3.10638,1,0,1,2,3,0,255,"p[1.94757,-15.7512,0.124365,3.4863,-0.350928,-0.869427]",1
8939,"p[-0.47099,-0.315084,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.499988,-1.50964,2.68383,1.32274e-05]",3.05924,1,0,1,2,3,0,255,"p[-5.81222,-22.0505,5.48851,3.12271,0.624848,-0.38615]",1
8940,"p[-0.435971,-0.483503,0.5,1.5708,-2.7925,0]","p[-0.4756,-0.419215,0.500013,-1.50954,2.68371,-0.000342592]",-0.707389,1,0,1,2,3,0,255,"p[-14.7626,-20.3702,11.9789,4.17735,-3.68154,-0.0390128]",1
8941,"p[-0.487197,-0.428855,0.5,1.5708,-2.7925,0]","p[-0.449813,-0.305894,0.500047,-1.50958,2.68381,-0.000205229]",-3.13519,1,0,1,2,3,0,255,"p[-5.82488,-23.1432,-2.69714,2.17153,1.64868,-1.08158]",1
8942,"p[-0.584782,-0.303382,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499987,-1.50973,2.68353,2.6263e-05]",-0.322214,1,0,1,2,3,0,255,"p[-3.20436,-23.2839,6.92369,2.52673,0.154215,-1.98547]",1
8943,"p[-0.440465,-0.245411,0.5,1.5708,-2.7925,0]","p[-0.292791,-0.381166,0.50001,-1.50977,2.68375,-1.13454e-05]",1.36675,1,0,1,1,3,0,255,"p[8.71657,-13.9749,-5.03259,3.28046,1.14705,-2.63533]",1
8944,"p[-0.451208,-0.294015,0.5,1.5708,-2.7925,0]","p[-0.453599,-0.443435,0.499989,-1.50972,2.68367,-0.000233171]",3.05455,1,0,1,2,3,0,255,"p[1.60057,-15.4233,3.70162,4.08991,-1.11565,-1.12096]",1
8945,"p[-0.303503,-0.327479,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499963,-1.50959,2.6836,-4.18666e-05]",2.82469,1,0,1,2,3,0,255,"p[-1.43235,-12.9742,-1.04897,2.95185,0.0679274,-0.829263]",1
8946,"p[-0.395297,-0.344245,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499983,-1.50964,2.68377,4.7992e-05]",-0.240111,1,0,1,2,3,0,255,"p[-35.7317,-35.1633,22.4294,3.75674,-3.96958,-0.578316]",1
8947,"p[-0.445873,-0.209456,0.5,1.5708,-2.7925,0]","p[-0.382886,-0.331399,0.499938,-1.50968,2.68367,-0.000170901]",1.83458,1,0,1,1,3,0,255,"p[-8.09958,-22.3696,2.32965,1.85779,0.581732,-1.42028]",1
8948,"p[-0.400802,-0.255963,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.500014,-1.50971,2.68374,0.000133903]",0.571559,1,0,1,2,3,0,255,"p[0.248389,-11.2083,-5.51116,2.0862,2.76765,-2.08922]",1
8949,"p[-0.443199,-0.159402,0.5,1.5708,-2.7925,0]","p[-0.42796,-0.329503,0.499975,-1.50975,2.68378,6.53408e-05]",1.99838,1,0,1,1,3,0,255,"p[3.19854,-10.31,-5.12618,2.18358,1.03682,-1.56153]",0
8950,"p[-0.56898,-0.345142,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.500033,-1.50971,2.68383,-0.000144381]",-1.92706,1,0,1,2,3,0,255,"p[-15.529,-9.39244,2.40747,1.07391,-0.826051,0.464476]",1
8951,"p[-0.420521,-0.441869,0.5,1.5708,-2.7925,0]","p[-0.361564,-0.401234,0.499992,-1.50959,2.68365,-3.204e-05]",-2.6562,1,0,1,2,3,0,255,"p[-0.0311981,-6.36389,-4.81048,1.23726,0.197023,-1.96812]",1
8952,"p[-0.506418,-0.407466,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.500016,-1.5095,2.68379,-0.000259246]",-1.21238,1,0,1,2,3,0,255,"p[-2.95404,-24.2115,5.35321,2.56501,0.494343,-1.54108]",1
8953,"p[-0.371742,-0.432932,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.500011,-1.50972,2.68383,-0.000253261]",-0.608829,1,0,1,2,3,0,255,"p[-18.6363,-22.1991,13.3441,3.00021,-2.86045,-1.51794]",1
8954,"p[-0.338906,-0.408267,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.49996,-1.50977,2.6837,-0.00012853]",0.435267,1,0,1,3,3,0,255,"p[-7.31386,-21.6614,1.69051,1.68579,-0.0426965,0.105049]",0
8955,"p[-0.392662,-0.451635,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.500026,-1.50971,2.68391,-0.000208194]",-2.02774,1,0,1,1,3,0,255,"p[2.13961,-15.4517,-4.97249,1.33548,1.88757,-1.03475]",1
8956,"p[-0.513723,-0.41864,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499987,-1.50962,2.68381,-0.000157854]",0.39334,1,0,1,3,3,0,255,"p[-0.976221,-30.2774,10.5608,4.1008,-0.773384,-3.06477]",0
8957,"p[-0.518505,-0.241266,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.500003,-1.50965,2.68382,-1.45197e-05]",0.0929374,1,0,1,2,3,0,255,"p[-18.392,-16.951,10.6595,2.34509,-2.25558,-1.43683]",1
8958,"p[-0.314218,-0.36911,0.5,1.5708,-2.7925,0]","p[-0.292791,-0.381166,0.499924,-1.50964,2.6835,0.000134017]",-0.673459,1,0,1,1,3,0,255,"p[3.42075,-8.79047,-6.60182,1.71513,0.820453,-0.64319]",1
8959,"p[-0.449466,-0.184787,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.49994,-1.50973,2.68368,-8.64338e-05]",-1.93916,1,0,1,1,3,0,255,"p[-1.41037,-24.1347,10.5565,3.08597,-0.961348,-0.364875]",0
8960,"p[-0.392277,-0.250281,0.5,1.5708,-2.7925,0]","p[-0.360712,-0.355206,0.499978,-1.50974,2.68374,-0.000102378]",0.483543,1,0,1,3,3,0,255,"p[-5.22189,-16.691,1.1767,2.09307,0.598281,0.0593319]",0
8961,"p[-0.558776,-0.28367,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499994,-1.5096,2.68377,5.77234e-05]",2.09825,1,0,1,2,3,0,255,"p[-5.73153,-26.4872,9.11045,2.95926,-0.308708,-1.33075]",1
8962,"p[-0.495746,-0.363787,0.5,1.5708,-2.7925,0]","p[-0.360712,-0.355206,0.500019,-1.50983,2.68379,-8.40536e-06]",0.321797,1,0,1,3,3,0,255,"p[-4.74042,-15.1653,-1.78865,2.43832,2.18028,-0.259841]",0
8963,"p[-0.351252,-0.387564,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.499955,-1.5096,2.68369,-0.000148947]",0.121271,1,0,1,2,3,0,255,"p[-4.49338,-0.907062,-3.88565,0.597059,0.851804,-2.22846]",1
8964,"p[-0.46392,-0.346059,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.500039,-1.5099,2.68376,1.70588e-05]",-0.540646,1,0,1,2,3,0,255,"p[-9.80714,-5.17085,-4.16905,-0.642016,0.90349,-2.52404]",1
8965,"p[-0.355158,-0.490229,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.500005,-1.50964,2.68376,-0.000235461]",3.12807,1,0,1,2,3,0,255,"p[-0.964068,0.186653,-12.0624,-0.263864,2.44791,-0.183329]",1
8966,"p[-0.302994,-0.344473,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.499991,-1.50977,2.68371,-0.000150178]",-2.46457,1,0,1,1,3,0,255,"p[-1.64,-15.3998,-3.3659,0.658388,1.40832,-0.855957]",1
8967,"p[-0.300897,-0.456963,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499989,-1.5098,2.68371,-0.000133999]",-0.886373,1,0,1,2,3,0,255,"p[-4.68118,-24.3628,7.61463,3.04448,-0.0179462,-1.37245]",1
8968,"p[-0.438508,-0.330159,0.5,1.5708,-2.7925,0]","p[-0.386744,-0.517033,0.499967,-1.50971,2.68381,-0.000133805]",-0.390337,1,0,1,3,3,0,255,"p[2.25709,-12.1176,-0.51108,2.11068,0.790353,-1.77423]",0
8969,"p[-0.345653,-0.488256,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.499982,-1.50963,2.68382,-0.000202445]",1.52846,1,0,1,2,3,0,255,"p[4.71464,-12.2663,-4.75226,0.241123,2.29491,-0.377679]",1
8970,"p[-0.422641,-0.515939,0.5,1.5708,-2.7925,0]","p[-0.47423,-0.373206,0.500011,-1.50956,2.68383,-0.000118231]",0.315053,1,0,1,2,3,0,255,"p[7.0014,-5.54914,-2.26345,1.49659,1.33159,0.438176]",1
8971,"p[-0.56208,-0.283271,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.500006,-1.50958,2.68389,-0.000151233]",0.570439,1,0,1,2,3,0,255,"p[-2.4473,-10.6761,-1.92063,2.28266,1.38659,-0.107747]",1
8972,"p[-0.585025,-0.316881,0.5,1.5708,-2.7925,0]","p[-0.453599,-0.443435,0.500083,-1.50981,2.6839,1.04442e-05]",-1.86445,1,0,1,3,3,0,255,"p[0.715619,-17.1186,1.88751,3.84807,-0.258374,-1.52361]",0
8973,"p[-0.381197,-0.359125,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499932,-1.50958,2.68357,-7.96371e-05]",-1.32714,1,0,1,2,3,0,255,"p[-24.1947,-10.6968,14.3924,2.48118,-3.66318,-2.04604]",1
8974,"p[-0.393234,-0.31732,0.5,1.5708,-2.7925,0]","p[-0.426815,-0.284234,0.499926,-1.50945,2.68371,3.91584e-05]",1.75978,1,0,1,2,3,0,255,"p[-6.06802,-16.9202,2.27859,1.45889,0.760872,-1.5084]",1
8975,"p[-0.402507,-0.31157,0.5,1.5708,-2.7925,0]","p[-0.383837,-0.377172,0.499935,-1.50964,2.68363,-0.000177835]",-0.523931,1,0,1,2,3,0,255,"p[-1.05862,-10.0126,-2.2588,1.07425,1.8264,-1.89945]",1
8976,"p[-0.421584,-0.276059,0.5,1.5708,-2.7925,0]","p[-0.56222,-0.323858,0.499969,-1.5097,2.68357,-0.000102568]",1.92103,1,0,1,1,3,0,255,"p[-6.18948,0.78115,-6.80189,-0.832021,-0.870617,-0.790631]",1
8977,"p[-0.426939,-0.442188,0.5,1.5708,-2.7925,0]","p[-0.47423,-0.373206,0.499985,-1.50962,2.68365,-0.000307022]",1.25209,1,0,1,2,3,0,255,"p[-6.73402,-19.7618,7.8319,3.02616,-1.35948,-1.64467]",1
8978,"p[-0.397678,-0.244813,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499963,-1.5096,2.68365,2.77442e-05]",-3.09204,1,0,1,2,3,0,255,"p[-18.3939,-17.7635,10.7754,2.47871,-2.57813,-0.60635]",1
8979,"p[-0.397386,-0.477771,0.5,1.5708,-2.7925,0]","p[-0.360712,-0.355206,0.499991,-1.50958,2.6839,-1.43883e-06]",0.999276,1,0,1,2,3,0,255,"p[-6.13828,-12.1495,-3.64111,1.59246,1.63656,0.711945]",1
8980,"p[-0.40102,-0.228598,0.5,1.5708,-2.7925,0]","p[-0.453599,-0.443435,0.500041,-1.50983,2.68383,2.84728e-06]",2.56924,1,0,1,2,3,0,255,"p[-8.58865,-2.49934,-1.87573,1.11636,0.32865,-1.89989]",1
8981,"p[-0.299579,-0.312988,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499996,-1.50971,2.68379,-0.000260745]",0.0426291,1,0,1,2,3,0,255,"p[-0.756309,-26.8681,9.61507,3.69974,-0.502809,-1.92683]",1
8982,"p[-0.496116,-0.220398,0.5,1.5708,-2.7925,0]","p[-0.339909,-0.472164,0.499987,-1.50973,2.68379,-5.47945e-05]",-2.82027,1,0,1,2,3,0,255,"p[7.75093,-11.1135,-10.8607,0.128795,2.00283,-0.909241]",1
8983,"p[-0.245663,-0.432105,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.499916,-1.50956,2.68354,-0.000222138]",3.07405,1,0,1,2,3,0,255,"p[-4.18475,-23.6596,8.73443,4.03697,0.0630273,-0.985131]",1
8984,"p[-0.572569,-0.34697,0.5,1.5708,-2.7925,0]","p[-0.516082,-0.280641,0.499988,-1.50972,2.68373,0.000178642]",2.76094,1,0,1,2,3,0,255,"p[-7.49918,-18.1687,1.90838,1.77848,-1.37947,-1.29796]",1
8985,"p[-0.469864,-0.403252,0.5,1.5708,-2.7925,0]","p[-0.426815,-0.284234,0.499973,-1.50959,2.68371,-9.5907e-05]",-0.603519,1,0,1,2,3,0,255,"p[-4.59145,-14.525,5.17066,1.85469,-0.122398,-0.232662]",0
8986,"p[-0.334228,-0.363679,0.5,1.5708,-2.7925,0]","p[-0.381943,-0.28604,0.499932,-1.50974,2.68363,8.7783e-07]",-3.06641,1,0,1,1,3,0,255,"p[-0.0421218,-14.3677,-1.14201,1.36641,0.465204,0.117638]",1
8987,"p[-0.451227,-0.246552,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.499998,-1.5097,2.68379,0.000184924]",2.85434,1,0,1,1,3,0,255,"p[5.15906,-15.4766,-7.76675,1.90785,3.27884,-2.18138]",0
8988,"p[-0.486619,-0.4431,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.500112,-1.50978,2.68392,-0.000186737]",-2.67467,1,0,1,2,3,0,255,"p[0.0489068,-16.0867,-1.80013,1.2015,1.2682,-0.586368]",1
8989,"p[-0.491399,-0.205536,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.499977,-1.5097,2.68365,-7.32197e-05]",0.641068,1,0,1,2,3,0,255,"p[1.77969,-15.0223,-3.04937,0.636262,1.51829,-1.25696]",1
8990,"p[-0.288604,-0.462391,0.5,1.5708,-2.7925,0]","p[-0.517626,-0.325733,0.499962,-1.50964,2.68375,-0.000130953]",-0.978818,1,0,1,2,3,0,255,"p[-8.82643,-23.4697,4.07553,3.8336,-1.4042,-0.767674]",1
